Serial No.,MQ2,Gas,Gaseus state
872,763,NoGas,872_NoGas
873,762,NoGas,873_NoGas
874,761,NoGas,874_NoGas
875,760,NoGas,875_NoGas
876,759,NoGas,876_NoGas
877,758,NoGas,877_NoGas
878,758,NoGas,878_NoGas
879,759,NoGas,879_NoGas
880,760,NoGas,880_NoGas
881,758,NoGas,881_NoGas
882,757,NoGas,882_NoGas
883,755,NoGas,883_NoGas
884,755,NoGas,884_NoGas
885,754,NoGas,885_NoGas
886,754,NoGas,886_NoGas
887,754,NoGas,887_NoGas
888,753,NoGas,888_NoGas
889,753,NoGas,889_NoGas
890,762,NoGas,890_NoGas
891,771,NoGas,891_NoGas
892,779,NoGas,892_NoGas
893,784,NoGas,893_NoGas
894,786,NoGas,894_NoGas
895,789,NoGas,895_NoGas
896,791,NoGas,896_NoGas
897,794,NoGas,897_NoGas
898,793,NoGas,898_NoGas
899,792,NoGas,899_NoGas
900,791,NoGas,900_NoGas
901,791,NoGas,901_NoGas
902,792,NoGas,902_NoGas
903,793,NoGas,903_NoGas
904,794,NoGas,904_NoGas
905,795,NoGas,905_NoGas
906,795,NoGas,906_NoGas
907,795,NoGas,907_NoGas
908,794,NoGas,908_NoGas
909,795,NoGas,909_NoGas
910,794,NoGas,910_NoGas
911,793,NoGas,911_NoGas
912,795,NoGas,912_NoGas
913,796,NoGas,913_NoGas
914,793,NoGas,914_NoGas
915,795,NoGas,915_NoGas
916,790,NoGas,916_NoGas
917,789,NoGas,917_NoGas
918,788,NoGas,918_NoGas
919,785,NoGas,919_NoGas
920,781,NoGas,920_NoGas
921,780,NoGas,921_NoGas
922,779,NoGas,922_NoGas
923,778,NoGas,923_NoGas
924,776,NoGas,924_NoGas
925,773,NoGas,925_NoGas
926,773,NoGas,926_NoGas
927,770,NoGas,927_NoGas
928,769,NoGas,928_NoGas
929,767,NoGas,929_NoGas
930,767,NoGas,930_NoGas
931,766,NoGas,931_NoGas
932,765,NoGas,932_NoGas
933,765,NoGas,933_NoGas
934,764,NoGas,934_NoGas
935,763,NoGas,935_NoGas
936,762,NoGas,936_NoGas
937,762,NoGas,937_NoGas
938,761,NoGas,938_NoGas
939,760,NoGas,939_NoGas
940,760,NoGas,940_NoGas
941,758,NoGas,941_NoGas
942,758,NoGas,942_NoGas
943,757,NoGas,943_NoGas
944,756,NoGas,944_NoGas
945,756,NoGas,945_NoGas
946,756,NoGas,946_NoGas
947,756,NoGas,947_NoGas
948,756,NoGas,948_NoGas
949,755,NoGas,949_NoGas
950,754,NoGas,950_NoGas
951,753,NoGas,951_NoGas
952,752,NoGas,952_NoGas
953,751,NoGas,953_NoGas
954,752,NoGas,954_NoGas
955,752,NoGas,955_NoGas
956,750,NoGas,956_NoGas
957,751,NoGas,957_NoGas
958,751,NoGas,958_NoGas
959,750,NoGas,959_NoGas
960,751,NoGas,960_NoGas
961,749,NoGas,961_NoGas
962,750,NoGas,962_NoGas
963,748,NoGas,963_NoGas
964,748,NoGas,964_NoGas
965,748,NoGas,965_NoGas
966,747,NoGas,966_NoGas
967,746,NoGas,967_NoGas
968,745,NoGas,968_NoGas
969,745,NoGas,969_NoGas
970,753,NoGas,970_NoGas
971,767,NoGas,971_NoGas
972,774,NoGas,972_NoGas
973,781,NoGas,973_NoGas
974,789,NoGas,974_NoGas
975,792,NoGas,975_NoGas
976,793,NoGas,976_NoGas
977,792,NoGas,977_NoGas
978,790,NoGas,978_NoGas
979,796,NoGas,979_NoGas
980,797,NoGas,980_NoGas
981,796,NoGas,981_NoGas
982,795,NoGas,982_NoGas
983,793,NoGas,983_NoGas
984,790,NoGas,984_NoGas
985,789,NoGas,985_NoGas
986,796,NoGas,986_NoGas
987,796,NoGas,987_NoGas
988,797,NoGas,988_NoGas
989,795,NoGas,989_NoGas
990,792,NoGas,990_NoGas
991,793,NoGas,991_NoGas
992,792,NoGas,992_NoGas
993,793,NoGas,993_NoGas
994,793,NoGas,994_NoGas
995,792,NoGas,995_NoGas
996,791,NoGas,996_NoGas
997,791,NoGas,997_NoGas
998,789,NoGas,998_NoGas
999,788,NoGas,999_NoGas
1000,786,NoGas,1000_NoGas
1001,785,NoGas,1001_NoGas
1002,783,NoGas,1002_NoGas
1003,783,NoGas,1003_NoGas
1004,781,NoGas,1004_NoGas
1005,781,NoGas,1005_NoGas
1006,779,NoGas,1006_NoGas
1007,779,NoGas,1007_NoGas
1008,777,NoGas,1008_NoGas
1009,775,NoGas,1009_NoGas
1010,773,NoGas,1010_NoGas
1011,772,NoGas,1011_NoGas
1012,770,NoGas,1012_NoGas
1013,768,NoGas,1013_NoGas
1014,767,NoGas,1014_NoGas
1015,766,NoGas,1015_NoGas
1016,765,NoGas,1016_NoGas
1017,764,NoGas,1017_NoGas
1018,763,NoGas,1018_NoGas
1019,762,NoGas,1019_NoGas
1020,761,NoGas,1020_NoGas
1021,760,NoGas,1021_NoGas
1022,759,NoGas,1022_NoGas
1023,761,NoGas,1023_NoGas
1024,759,NoGas,1024_NoGas
1025,759,NoGas,1025_NoGas
1026,759,NoGas,1026_NoGas
1027,758,NoGas,1027_NoGas
1028,757,NoGas,1028_NoGas
1029,756,NoGas,1029_NoGas
1030,756,NoGas,1030_NoGas
1031,757,NoGas,1031_NoGas
1032,754,NoGas,1032_NoGas
1033,754,NoGas,1033_NoGas
1034,752,NoGas,1034_NoGas
1035,753,NoGas,1035_NoGas
1036,752,NoGas,1036_NoGas
1037,752,NoGas,1037_NoGas
1038,750,NoGas,1038_NoGas
1039,750,NoGas,1039_NoGas
1040,750,NoGas,1040_NoGas
1041,748,NoGas,1041_NoGas
1042,748,NoGas,1042_NoGas
1043,748,NoGas,1043_NoGas
1044,748,NoGas,1044_NoGas
1045,746,NoGas,1045_NoGas
1046,746,NoGas,1046_NoGas
1047,745,NoGas,1047_NoGas
1048,745,NoGas,1048_NoGas
1049,745,NoGas,1049_NoGas
1050,769,NoGas,1050_NoGas
1051,778,NoGas,1051_NoGas
1052,782,NoGas,1052_NoGas
1053,784,NoGas,1053_NoGas
1054,781,NoGas,1054_NoGas
1055,780,NoGas,1055_NoGas
1056,784,NoGas,1056_NoGas
1057,785,NoGas,1057_NoGas
1058,787,NoGas,1058_NoGas
1059,786,NoGas,1059_NoGas
1060,784,NoGas,1060_NoGas
1061,785,NoGas,1061_NoGas
1062,790,NoGas,1062_NoGas
1063,794,NoGas,1063_NoGas
1064,793,NoGas,1064_NoGas
1065,792,NoGas,1065_NoGas
1066,792,NoGas,1066_NoGas
1067,791,NoGas,1067_NoGas
1068,791,NoGas,1068_NoGas
1069,792,NoGas,1069_NoGas
1070,794,NoGas,1070_NoGas
1071,794,NoGas,1071_NoGas
1072,794,NoGas,1072_NoGas
1073,795,NoGas,1073_NoGas
1074,795,NoGas,1074_NoGas
1075,794,NoGas,1075_NoGas
1076,792,NoGas,1076_NoGas
1077,789,NoGas,1077_NoGas
1078,787,NoGas,1078_NoGas
1079,785,NoGas,1079_NoGas
1080,784,NoGas,1080_NoGas
1081,782,NoGas,1081_NoGas
1082,779,NoGas,1082_NoGas
1083,778,NoGas,1083_NoGas
1084,778,NoGas,1084_NoGas
1085,777,NoGas,1085_NoGas
1086,778,NoGas,1086_NoGas
1087,776,NoGas,1087_NoGas
1088,776,NoGas,1088_NoGas
1089,774,NoGas,1089_NoGas
1090,772,NoGas,1090_NoGas
1091,771,NoGas,1091_NoGas
1092,769,NoGas,1092_NoGas
1093,770,NoGas,1093_NoGas
1094,768,NoGas,1094_NoGas
1095,766,NoGas,1095_NoGas
1096,765,NoGas,1096_NoGas
1097,764,NoGas,1097_NoGas
1098,762,NoGas,1098_NoGas
1099,763,NoGas,1099_NoGas
1100,763,NoGas,1100_NoGas
1101,763,NoGas,1101_NoGas
1102,760,NoGas,1102_NoGas
1103,760,NoGas,1103_NoGas
1104,759,NoGas,1104_NoGas
1105,757,NoGas,1105_NoGas
1106,758,NoGas,1106_NoGas
1107,756,NoGas,1107_NoGas
1108,757,NoGas,1108_NoGas
1109,756,NoGas,1109_NoGas
1110,756,NoGas,1110_NoGas
1111,756,NoGas,1111_NoGas
1112,754,NoGas,1112_NoGas
1113,754,NoGas,1113_NoGas
1114,752,NoGas,1114_NoGas
1115,752,NoGas,1115_NoGas
1116,753,NoGas,1116_NoGas
1117,751,NoGas,1117_NoGas
1118,751,NoGas,1118_NoGas
1119,751,NoGas,1119_NoGas
1120,750,NoGas,1120_NoGas
1121,749,NoGas,1121_NoGas
1122,748,NoGas,1122_NoGas
1123,747,NoGas,1123_NoGas
1124,745,NoGas,1124_NoGas
1125,743,NoGas,1125_NoGas
1126,744,NoGas,1126_NoGas
1127,744,NoGas,1127_NoGas
1128,742,NoGas,1128_NoGas
1129,746,NoGas,1129_NoGas
1130,776,NoGas,1130_NoGas
1131,787,NoGas,1131_NoGas
1132,791,NoGas,1132_NoGas
1133,790,NoGas,1133_NoGas
1134,788,NoGas,1134_NoGas
1135,793,NoGas,1135_NoGas
1136,796,NoGas,1136_NoGas
1137,794,NoGas,1137_NoGas
1138,794,NoGas,1138_NoGas
1139,795,NoGas,1139_NoGas
1140,795,NoGas,1140_NoGas
1141,794,NoGas,1141_NoGas
1142,794,NoGas,1142_NoGas
1143,793,NoGas,1143_NoGas
1144,793,NoGas,1144_NoGas
1145,795,NoGas,1145_NoGas
1146,796,NoGas,1146_NoGas
1147,796,NoGas,1147_NoGas
1148,792,NoGas,1148_NoGas
1149,786,NoGas,1149_NoGas
1150,791,NoGas,1150_NoGas
1151,797,NoGas,1151_NoGas
1152,796,NoGas,1152_NoGas
1153,797,NoGas,1153_NoGas
1154,798,NoGas,1154_NoGas
1155,795,NoGas,1155_NoGas
1156,794,NoGas,1156_NoGas
1157,794,NoGas,1157_NoGas
1158,793,NoGas,1158_NoGas
1159,794,NoGas,1159_NoGas
1160,793,NoGas,1160_NoGas
1161,796,NoGas,1161_NoGas
1162,795,NoGas,1162_NoGas
1163,793,NoGas,1163_NoGas
1164,791,NoGas,1164_NoGas
1165,789,NoGas,1165_NoGas
1166,787,NoGas,1166_NoGas
1167,787,NoGas,1167_NoGas
1168,786,NoGas,1168_NoGas
1169,789,NoGas,1169_NoGas
1170,788,NoGas,1170_NoGas
1171,789,NoGas,1171_NoGas
1172,791,NoGas,1172_NoGas
1173,788,NoGas,1173_NoGas
1174,786,NoGas,1174_NoGas
1175,785,NoGas,1175_NoGas
1176,782,NoGas,1176_NoGas
1177,779,NoGas,1177_NoGas
1178,777,NoGas,1178_NoGas
1179,776,NoGas,1179_NoGas
1180,775,NoGas,1180_NoGas
1181,773,NoGas,1181_NoGas
1182,771,NoGas,1182_NoGas
1183,769,NoGas,1183_NoGas
1184,767,NoGas,1184_NoGas
1185,766,NoGas,1185_NoGas
1186,767,NoGas,1186_NoGas
1187,765,NoGas,1187_NoGas
1188,765,NoGas,1188_NoGas
1189,763,NoGas,1189_NoGas
1190,765,NoGas,1190_NoGas
1191,764,NoGas,1191_NoGas
1192,764,NoGas,1192_NoGas
1193,764,NoGas,1193_NoGas
1194,765,NoGas,1194_NoGas
1195,765,NoGas,1195_NoGas
1196,764,NoGas,1196_NoGas
1197,764,NoGas,1197_NoGas
1198,763,NoGas,1198_NoGas
1199,762,NoGas,1199_NoGas
1200,761,NoGas,1200_NoGas
1201,761,NoGas,1201_NoGas
1202,759,NoGas,1202_NoGas
1203,758,NoGas,1203_NoGas
1204,758,NoGas,1204_NoGas
1205,757,NoGas,1205_NoGas
1206,756,NoGas,1206_NoGas
1207,758,NoGas,1207_NoGas
1208,756,NoGas,1208_NoGas
1209,755,NoGas,1209_NoGas
1210,754,NoGas,1210_NoGas
1211,754,NoGas,1211_NoGas
1212,754,NoGas,1212_NoGas
1213,753,NoGas,1213_NoGas
1214,752,NoGas,1214_NoGas
1215,751,NoGas,1215_NoGas
1216,751,NoGas,1216_NoGas
1217,751,NoGas,1217_NoGas
1218,750,NoGas,1218_NoGas
1219,749,NoGas,1219_NoGas
1220,749,NoGas,1220_NoGas
1221,748,NoGas,1221_NoGas
1222,748,NoGas,1222_NoGas
1223,757,NoGas,1223_NoGas
1224,774,NoGas,1224_NoGas
1225,781,NoGas,1225_NoGas
1226,781,NoGas,1226_NoGas
1227,781,NoGas,1227_NoGas
1228,780,NoGas,1228_NoGas
1229,783,NoGas,1229_NoGas
1230,789,NoGas,1230_NoGas
1231,792,NoGas,1231_NoGas
1232,790,NoGas,1232_NoGas
1233,790,NoGas,1233_NoGas
1234,791,NoGas,1234_NoGas
1235,794,NoGas,1235_NoGas
1236,793,NoGas,1236_NoGas
1237,795,NoGas,1237_NoGas
1238,790,NoGas,1238_NoGas
1239,788,NoGas,1239_NoGas
1240,787,NoGas,1240_NoGas
1241,791,NoGas,1241_NoGas
1242,793,NoGas,1242_NoGas
1243,798,NoGas,1243_NoGas
1244,797,NoGas,1244_NoGas
1245,803,NoGas,1245_NoGas
1246,800,NoGas,1246_NoGas
1247,799,NoGas,1247_NoGas
1248,797,NoGas,1248_NoGas
1249,795,NoGas,1249_NoGas
1250,791,NoGas,1250_NoGas
1251,789,NoGas,1251_NoGas
1252,786,NoGas,1252_NoGas
1253,785,NoGas,1253_NoGas
1254,784,NoGas,1254_NoGas
1255,784,NoGas,1255_NoGas
1256,783,NoGas,1256_NoGas
1257,781,NoGas,1257_NoGas
1258,780,NoGas,1258_NoGas
1259,779,NoGas,1259_NoGas
1260,778,NoGas,1260_NoGas
1261,777,NoGas,1261_NoGas
1262,777,NoGas,1262_NoGas
1263,775,NoGas,1263_NoGas
1264,774,NoGas,1264_NoGas
1265,772,NoGas,1265_NoGas
1266,771,NoGas,1266_NoGas
1267,771,NoGas,1267_NoGas
1268,769,NoGas,1268_NoGas
1269,769,NoGas,1269_NoGas
1270,768,NoGas,1270_NoGas
1271,768,NoGas,1271_NoGas
1272,766,NoGas,1272_NoGas
1273,766,NoGas,1273_NoGas
1274,765,NoGas,1274_NoGas
1275,765,NoGas,1275_NoGas
1276,763,NoGas,1276_NoGas
1277,763,NoGas,1277_NoGas
1278,762,NoGas,1278_NoGas
1279,760,NoGas,1279_NoGas
1280,760,NoGas,1280_NoGas
1281,759,NoGas,1281_NoGas
1282,759,NoGas,1282_NoGas
1283,759,NoGas,1283_NoGas
1284,758,NoGas,1284_NoGas
1285,756,NoGas,1285_NoGas
1286,756,NoGas,1286_NoGas
1287,756,NoGas,1287_NoGas
1288,754,NoGas,1288_NoGas
1289,756,NoGas,1289_NoGas
1290,754,NoGas,1290_NoGas
1291,754,NoGas,1291_NoGas
1292,754,NoGas,1292_NoGas
1293,754,NoGas,1293_NoGas
1294,752,NoGas,1294_NoGas
1295,751,NoGas,1295_NoGas
1296,751,NoGas,1296_NoGas
1297,750,NoGas,1297_NoGas
1298,748,NoGas,1298_NoGas
1299,749,NoGas,1299_NoGas
1300,747,NoGas,1300_NoGas
1301,747,NoGas,1301_NoGas
1302,746,NoGas,1302_NoGas
1303,748,NoGas,1303_NoGas
1304,773,NoGas,1304_NoGas
1305,784,NoGas,1305_NoGas
1306,790,NoGas,1306_NoGas
1307,791,NoGas,1307_NoGas
1308,792,NoGas,1308_NoGas
1309,791,NoGas,1309_NoGas
1310,792,NoGas,1310_NoGas
1311,788,NoGas,1311_NoGas
1312,791,NoGas,1312_NoGas
1313,790,NoGas,1313_NoGas
1314,792,NoGas,1314_NoGas
1315,791,NoGas,1315_NoGas
1316,791,NoGas,1316_NoGas
1317,791,NoGas,1317_NoGas
1318,794,NoGas,1318_NoGas
1319,795,NoGas,1319_NoGas
1320,796,NoGas,1320_NoGas
1321,796,NoGas,1321_NoGas
1322,797,NoGas,1322_NoGas
1323,799,NoGas,1323_NoGas
1324,798,NoGas,1324_NoGas
1325,798,NoGas,1325_NoGas
1326,800,NoGas,1326_NoGas
1327,802,NoGas,1327_NoGas
1328,801,NoGas,1328_NoGas
1329,801,NoGas,1329_NoGas
1330,801,NoGas,1330_NoGas
1331,800,NoGas,1331_NoGas
1332,800,NoGas,1332_NoGas
1333,801,NoGas,1333_NoGas
1334,798,NoGas,1334_NoGas
1335,796,NoGas,1335_NoGas
1336,793,NoGas,1336_NoGas
1337,790,NoGas,1337_NoGas
1338,791,NoGas,1338_NoGas
1339,791,NoGas,1339_NoGas
1340,792,NoGas,1340_NoGas
1341,791,NoGas,1341_NoGas
1342,788,NoGas,1342_NoGas
1343,786,NoGas,1343_NoGas
1344,784,NoGas,1344_NoGas
1345,783,NoGas,1345_NoGas
1346,782,NoGas,1346_NoGas
1347,781,NoGas,1347_NoGas
1348,779,NoGas,1348_NoGas
1349,778,NoGas,1349_NoGas
1350,778,NoGas,1350_NoGas
1351,775,NoGas,1351_NoGas
1352,774,NoGas,1352_NoGas
1353,774,NoGas,1353_NoGas
1354,774,NoGas,1354_NoGas
1355,771,NoGas,1355_NoGas
1356,771,NoGas,1356_NoGas
1357,769,NoGas,1357_NoGas
1358,768,NoGas,1358_NoGas
1359,768,NoGas,1359_NoGas
1360,767,NoGas,1360_NoGas
1361,769,NoGas,1361_NoGas
1362,767,NoGas,1362_NoGas
1363,768,NoGas,1363_NoGas
1364,766,NoGas,1364_NoGas
1365,765,NoGas,1365_NoGas
1366,766,NoGas,1366_NoGas
1367,762,NoGas,1367_NoGas
1368,762,NoGas,1368_NoGas
1369,761,NoGas,1369_NoGas
1370,762,NoGas,1370_NoGas
1371,762,NoGas,1371_NoGas
1372,761,NoGas,1372_NoGas
1373,761,NoGas,1373_NoGas
1374,759,NoGas,1374_NoGas
1375,759,NoGas,1375_NoGas
1376,758,NoGas,1376_NoGas
1377,756,NoGas,1377_NoGas
1378,756,NoGas,1378_NoGas
1379,755,NoGas,1379_NoGas
1380,753,NoGas,1380_NoGas
1381,753,NoGas,1381_NoGas
1382,752,NoGas,1382_NoGas
1383,750,NoGas,1383_NoGas
1384,750,NoGas,1384_NoGas
1385,750,NoGas,1385_NoGas
1386,750,NoGas,1386_NoGas
1387,750,NoGas,1387_NoGas
1388,749,NoGas,1388_NoGas
1389,749,NoGas,1389_NoGas
1390,752,NoGas,1390_NoGas
1391,750,NoGas,1391_NoGas
1392,768,NoGas,1392_NoGas
1393,783,NoGas,1393_NoGas
1394,789,NoGas,1394_NoGas
1395,789,NoGas,1395_NoGas
1396,793,NoGas,1396_NoGas
1397,793,NoGas,1397_NoGas
1398,792,NoGas,1398_NoGas
1399,792,NoGas,1399_NoGas
1400,792,NoGas,1400_NoGas
1401,792,NoGas,1401_NoGas
1402,793,NoGas,1402_NoGas
1403,793,NoGas,1403_NoGas
1404,792,NoGas,1404_NoGas
1405,794,NoGas,1405_NoGas
1406,796,NoGas,1406_NoGas
1407,797,NoGas,1407_NoGas
1408,800,NoGas,1408_NoGas
1409,801,NoGas,1409_NoGas
1410,803,NoGas,1410_NoGas
1411,802,NoGas,1411_NoGas
1412,801,NoGas,1412_NoGas
1413,799,NoGas,1413_NoGas
1414,796,NoGas,1414_NoGas
1415,792,NoGas,1415_NoGas
1416,790,NoGas,1416_NoGas
1417,787,NoGas,1417_NoGas
1418,784,NoGas,1418_NoGas
1419,782,NoGas,1419_NoGas
1420,781,NoGas,1420_NoGas
1421,779,NoGas,1421_NoGas
1422,779,NoGas,1422_NoGas
1423,777,NoGas,1423_NoGas
1424,778,NoGas,1424_NoGas
1425,780,NoGas,1425_NoGas
1426,777,NoGas,1426_NoGas
1427,776,NoGas,1427_NoGas
1428,776,NoGas,1428_NoGas
1429,776,NoGas,1429_NoGas
1430,773,NoGas,1430_NoGas
1431,775,NoGas,1431_NoGas
1432,773,NoGas,1432_NoGas
1433,771,NoGas,1433_NoGas
1434,773,NoGas,1434_NoGas
1435,769,NoGas,1435_NoGas
1436,768,NoGas,1436_NoGas
1437,767,NoGas,1437_NoGas
1438,767,NoGas,1438_NoGas
1439,766,NoGas,1439_NoGas
1440,766,NoGas,1440_NoGas
1441,765,NoGas,1441_NoGas
1442,765,NoGas,1442_NoGas
1443,764,NoGas,1443_NoGas
1444,764,NoGas,1444_NoGas
1445,764,NoGas,1445_NoGas
1446,763,NoGas,1446_NoGas
1447,762,NoGas,1447_NoGas
1448,763,NoGas,1448_NoGas
1449,764,NoGas,1449_NoGas
1450,761,NoGas,1450_NoGas
1451,761,NoGas,1451_NoGas
1452,758,NoGas,1452_NoGas
1453,759,NoGas,1453_NoGas
1454,758,NoGas,1454_NoGas
1455,759,NoGas,1455_NoGas
1456,759,NoGas,1456_NoGas
1457,757,NoGas,1457_NoGas
1458,757,NoGas,1458_NoGas
1459,756,NoGas,1459_NoGas
1460,755,NoGas,1460_NoGas
1461,755,NoGas,1461_NoGas
1462,756,NoGas,1462_NoGas
1463,754,NoGas,1463_NoGas
1464,785,NoGas,1464_NoGas
1465,793,NoGas,1465_NoGas
1466,795,NoGas,1466_NoGas
1467,794,NoGas,1467_NoGas
1468,795,NoGas,1468_NoGas
1469,797,NoGas,1469_NoGas
1470,798,NoGas,1470_NoGas
1471,800,NoGas,1471_NoGas
1472,800,NoGas,1472_NoGas
1473,802,NoGas,1473_NoGas
1474,801,NoGas,1474_NoGas
1475,803,NoGas,1475_NoGas
1476,803,NoGas,1476_NoGas
1477,804,NoGas,1477_NoGas
1478,809,NoGas,1478_NoGas
1479,802,NoGas,1479_NoGas
1480,801,NoGas,1480_NoGas
1481,800,NoGas,1481_NoGas
1482,797,NoGas,1482_NoGas
1483,795,NoGas,1483_NoGas
1484,794,NoGas,1484_NoGas
1485,793,NoGas,1485_NoGas
1486,791,NoGas,1486_NoGas
1487,789,NoGas,1487_NoGas
1488,788,NoGas,1488_NoGas
1489,788,NoGas,1489_NoGas
1490,786,NoGas,1490_NoGas
1491,785,NoGas,1491_NoGas
1492,783,NoGas,1492_NoGas
1493,782,NoGas,1493_NoGas
1494,782,NoGas,1494_NoGas
1495,781,NoGas,1495_NoGas
1496,779,NoGas,1496_NoGas
1497,777,NoGas,1497_NoGas
1498,776,NoGas,1498_NoGas
1499,774,NoGas,1499_NoGas
1500,775,NoGas,1500_NoGas
1501,773,NoGas,1501_NoGas
1502,772,NoGas,1502_NoGas
1503,772,NoGas,1503_NoGas
1504,771,NoGas,1504_NoGas
1505,770,NoGas,1505_NoGas
1506,770,NoGas,1506_NoGas
1507,768,NoGas,1507_NoGas
1508,769,NoGas,1508_NoGas
1509,769,NoGas,1509_NoGas
1510,767,NoGas,1510_NoGas
1511,767,NoGas,1511_NoGas
1512,765,NoGas,1512_NoGas
1513,767,NoGas,1513_NoGas
1514,765,NoGas,1514_NoGas
1515,764,NoGas,1515_NoGas
1516,764,NoGas,1516_NoGas
1517,763,NoGas,1517_NoGas
1518,764,NoGas,1518_NoGas
1519,763,NoGas,1519_NoGas
1520,763,NoGas,1520_NoGas
1521,762,NoGas,1521_NoGas
1522,762,NoGas,1522_NoGas
1523,762,NoGas,1523_NoGas
1524,762,NoGas,1524_NoGas
1525,760,NoGas,1525_NoGas
1526,761,NoGas,1526_NoGas
1527,760,NoGas,1527_NoGas
1528,759,NoGas,1528_NoGas
1529,758,NoGas,1529_NoGas
1530,758,NoGas,1530_NoGas
1531,757,NoGas,1531_NoGas
1532,756,NoGas,1532_NoGas
1533,762,NoGas,1533_NoGas
1534,775,NoGas,1534_NoGas
1535,785,NoGas,1535_NoGas
1536,791,NoGas,1536_NoGas
1537,795,NoGas,1537_NoGas
1538,794,NoGas,1538_NoGas
1539,795,NoGas,1539_NoGas
1540,797,NoGas,1540_NoGas
1541,798,NoGas,1541_NoGas
1542,801,NoGas,1542_NoGas
1543,800,NoGas,1543_NoGas
1544,802,NoGas,1544_NoGas
1545,803,NoGas,1545_NoGas
1546,801,NoGas,1546_NoGas
1547,802,NoGas,1547_NoGas
1548,800,NoGas,1548_NoGas
1549,796,NoGas,1549_NoGas
1550,796,NoGas,1550_NoGas
1551,801,NoGas,1551_NoGas
1552,803,NoGas,1552_NoGas
1553,801,NoGas,1553_NoGas
1554,803,NoGas,1554_NoGas
1555,803,NoGas,1555_NoGas
1556,802,NoGas,1556_NoGas
1557,799,NoGas,1557_NoGas
1558,796,NoGas,1558_NoGas
1559,797,NoGas,1559_NoGas
1560,802,NoGas,1560_NoGas
1561,803,NoGas,1561_NoGas
1562,805,NoGas,1562_NoGas
1563,803,NoGas,1563_NoGas
1564,803,NoGas,1564_NoGas
1565,803,NoGas,1565_NoGas
1566,803,NoGas,1566_NoGas
1567,803,NoGas,1567_NoGas
1568,803,NoGas,1568_NoGas
1569,801,NoGas,1569_NoGas
1570,799,NoGas,1570_NoGas
1571,798,NoGas,1571_NoGas
1572,796,NoGas,1572_NoGas
1573,794,NoGas,1573_NoGas
1574,793,NoGas,1574_NoGas
1575,792,NoGas,1575_NoGas
1576,790,NoGas,1576_NoGas
1577,791,NoGas,1577_NoGas
1578,791,NoGas,1578_NoGas
1579,789,NoGas,1579_NoGas
1580,788,NoGas,1580_NoGas
1581,787,NoGas,1581_NoGas
1582,787,NoGas,1582_NoGas
1583,787,NoGas,1583_NoGas
1584,789,NoGas,1584_NoGas
1585,786,NoGas,1585_NoGas
1586,786,NoGas,1586_NoGas
1587,784,NoGas,1587_NoGas
1588,783,NoGas,1588_NoGas
1589,782,NoGas,1589_NoGas
1590,782,NoGas,1590_NoGas
1591,780,NoGas,1591_NoGas
1592,779,NoGas,1592_NoGas
1593,778,NoGas,1593_NoGas
1594,777,NoGas,1594_NoGas
1595,776,NoGas,1595_NoGas
1596,775,NoGas,1596_NoGas
1597,774,NoGas,1597_NoGas
1598,774,NoGas,1598_NoGas
1599,774,NoGas,1599_NoGas
0,592,Perfume,0_Perfume
1,801,Perfume,1_Perfume
2,805,Perfume,2_Perfume
3,794,Perfume,3_Perfume
4,796,Perfume,4_Perfume
5,798,Perfume,5_Perfume
6,794,Perfume,6_Perfume
7,791,Perfume,7_Perfume
8,794,Perfume,8_Perfume
9,803,Perfume,9_Perfume
10,811,Perfume,10_Perfume
11,816,Perfume,11_Perfume
12,817,Perfume,12_Perfume
13,816,Perfume,13_Perfume
14,821,Perfume,14_Perfume
15,824,Perfume,15_Perfume
16,822,Perfume,16_Perfume
17,820,Perfume,17_Perfume
18,819,Perfume,18_Perfume
19,818,Perfume,19_Perfume
20,817,Perfume,20_Perfume
21,813,Perfume,21_Perfume
22,814,Perfume,22_Perfume
23,808,Perfume,23_Perfume
24,800,Perfume,24_Perfume
25,792,Perfume,25_Perfume
26,783,Perfume,26_Perfume
27,772,Perfume,27_Perfume
28,763,Perfume,28_Perfume
29,755,Perfume,29_Perfume
30,749,Perfume,30_Perfume
31,742,Perfume,31_Perfume
32,735,Perfume,32_Perfume
33,728,Perfume,33_Perfume
34,726,Perfume,34_Perfume
35,721,Perfume,35_Perfume
36,717,Perfume,36_Perfume
37,712,Perfume,37_Perfume
38,712,Perfume,38_Perfume
39,711,Perfume,39_Perfume
40,707,Perfume,40_Perfume
41,711,Perfume,41_Perfume
42,712,Perfume,42_Perfume
43,710,Perfume,43_Perfume
44,709,Perfume,44_Perfume
45,709,Perfume,45_Perfume
46,712,Perfume,46_Perfume
47,718,Perfume,47_Perfume
48,717,Perfume,48_Perfume
49,716,Perfume,49_Perfume
50,713,Perfume,50_Perfume
51,706,Perfume,51_Perfume
52,697,Perfume,52_Perfume
53,691,Perfume,53_Perfume
54,686,Perfume,54_Perfume
55,682,Perfume,55_Perfume
56,679,Perfume,56_Perfume
57,676,Perfume,57_Perfume
58,673,Perfume,58_Perfume
59,672,Perfume,59_Perfume
60,673,Perfume,60_Perfume
61,670,Perfume,61_Perfume
62,668,Perfume,62_Perfume
63,666,Perfume,63_Perfume
64,665,Perfume,64_Perfume
65,663,Perfume,65_Perfume
66,661,Perfume,66_Perfume
67,660,Perfume,67_Perfume
68,640,Perfume,68_Perfume
69,638,Perfume,69_Perfume
